# SYNTHETIC DEMO DATA - randomly generated, NOT from the real Kaggle dataset.
# Generated by scripts/generate_synthetic_data.py (fixed seed=42). See that file's
# header for details and calibration notes.
SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,OCCUPATION_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,BUREAU_COUNT,BUREAU_ACTIVE_COUNT,BUREAU_DEBT_SUM_SUM,HAS_BUREAU_HISTORY,PREV_APP_COUNT,PREV_APP_APPROVAL_RATE,PREV_APP_REFUSED_COUNT,HAS_PREV_APPLICATION,INSTALL_LATE_COUNT
900475,0,Revolving loans,M,0,152300.0,476100.0,18394.6,Higher education,Married,,-18121,-6239,6,4,248800.0,True,3,0.625,1,True,0
900476,0,Cash loans,M,0,143200.0,313700.0,21236.2,Secondary / secondary special,Widow,Core staff,-19735,-406,4,2,101700.0,True,1,0.964,0,True,0
900477,0,Cash loans,M,0,86200.0,389400.0,11162.5,Secondary / secondary special,Married,,-19114,-746,6,3,74900.0,True,4,0.977,2,True,0
900478,0,Cash loans,F,1,153400.0,678400.0,21143.8,Higher education,Civil marriage,Medicine staff,-17626,-3323,5,2,1089500.0,True,3,0.962,1,True,0
900479,0,Cash loans,F,0,76300.0,199600.0,5032.1,Secondary / secondary special,Single / not married,High skill tech staff,-24590,-3240,4,1,563000.0,True,1,0.648,0,True,0
900480,0,Cash loans,F,0,137000.0,587900.0,30145.3,Secondary / secondary special,Married,Core staff,-15947,-2156,2,1,26100.0,True,0,0.0,0,False,0
900481,1,Revolving loans,F,0,74900.0,448800.0,29007.5,Secondary / secondary special,Married,,-22734,-1807,3,0,57700.0,True,3,0.664,0,True,1
900482,0,Cash loans,F,0,390300.0,881500.0,71868.2,Lower secondary,Married,Cleaning staff,-18983,-478,5,1,52800.0,True,1,0.709,0,True,0
900483,0,Cash loans,F,0,215400.0,690100.0,33665.6,Incomplete higher,Married,Accountants,-9139,-580,3,0,160700.0,True,4,0.749,1,True,1
900484,0,Cash loans,F,2,158400.0,516300.0,13721.0,Secondary / secondary special,Married,Managers,-21857,-1485,4,1,36200.0,True,2,0.849,0,True,0
900485,0,Cash loans,F,0,86800.0,213600.0,7701.2,Higher education,Civil marriage,Laborers,-17903,-704,5,1,70900.0,True,4,0.905,1,True,0
900486,0,Cash loans,F,0,122000.0,615700.0,15886.5,Higher education,Married,Laborers,-19114,-221,4,3,237500.0,True,3,0.911,0,True,0
900487,0,Revolving loans,F,0,124500.0,583000.0,15579.7,Secondary / secondary special,Married,Laborers,-10822,-2648,4,3,129500.0,True,1,0.704,0,True,0
900488,1,Cash loans,M,1,158000.0,391300.0,18291.7,Secondary / secondary special,Married,High skill tech staff,-15329,-7510,7,3,35500.0,True,3,0.874,0,True,0
900489,0,Cash loans,F,0,170900.0,916000.0,39589.2,Higher education,Married,,-23092,-1205,4,2,167700.0,True,1,0.891,0,True,2
900490,0,Cash loans,M,0,156700.0,535300.0,28202.4,Secondary / secondary special,Married,,-11439,-1143,3,3,173000.0,True,2,0.458,0,True,0
900491,0,Cash loans,F,0,166100.0,660900.0,20488.4,Secondary / secondary special,Married,,-7667,-1097,6,2,190000.0,True,3,0.758,2,True,0
900492,0,Cash loans,F,0,128600.0,589200.0,21756.4,Secondary / secondary special,Separated,Laborers,-12176,-438,2,1,31900.0,True,2,0.459,0,True,1
900493,0,Cash loans,F,0,166100.0,902500.0,75823.4,Secondary / secondary special,Single / not married,Core staff,-16206,-1744,6,3,441300.0,True,0,0.0,0,False,1
900494,0,Cash loans,F,1,101800.0,256600.0,6831.7,Secondary / secondary special,Married,High skill tech staff,-22053,-2233,3,2,86800.0,True,4,0.8,2,True,1
900495,0,Cash loans,F,0,82300.0,342800.0,10213.1,Secondary / secondary special,Single / not married,Security staff,-18935,-436,5,3,42300.0,True,5,0.811,1,True,0
900496,0,Revolving loans,M,0,352700.0,1594900.0,41983.3,Secondary / secondary special,Married,,-23766,-1357,5,1,162000.0,True,3,0.918,1,True,2
900497,0,Cash loans,M,1,172400.0,946300.0,54124.5,Lower secondary,Married,,-15646,-3657,4,2,310900.0,True,2,0.817,1,True,0
900498,0,Cash loans,F,0,345400.0,1718500.0,52731.3,Secondary / secondary special,Married,Laborers,-14512,-451,3,0,289000.0,True,3,0.195,0,True,0
900499,0,Revolving loans,F,0,122000.0,685000.0,23607.9,Secondary / secondary special,Married,High skill tech staff,-11719,-2509,3,1,618000.0,True,2,0.742,1,True,0
900500,1,Cash loans,F,0,467300.0,859200.0,62736.2,Secondary / secondary special,Civil marriage,Medicine staff,-11485,-1654,3,0,74600.0,True,3,0.62,0,True,0
900501,1,Cash loans,M,0,145700.0,497500.0,27969.7,Secondary / secondary special,Civil marriage,,-20561,-272,2,0,25300.0,True,6,0.802,1,True,0
900502,0,Cash loans,F,0,248300.0,714700.0,45369.5,Higher education,Married,,-9072,-992,0,0,0.0,False,3,0.764,0,True,1
900503,0,Cash loans,F,0,142300.0,531800.0,36421.2,Secondary / secondary special,Married,Medicine staff,-11917,-1007,0,0,0.0,False,2,0.66,1,True,1
900504,0,Cash loans,F,0,152000.0,782600.0,26545.4,Secondary / secondary special,Married,Sales staff,-23185,-565,4,2,60000.0,True,2,0.794,1,True,0
900505,0,Cash loans,M,0,132200.0,491300.0,13654.2,Secondary / secondary special,Married,Laborers,-17772,-1725,3,2,103800.0,True,1,0.481,0,True,0
900506,0,Cash loans,F,1,109400.0,181400.0,4576.6,Higher education,Married,,-8481,-92,3,1,87200.0,True,3,0.718,0,True,0
900507,0,Cash loans,F,0,228600.0,1033000.0,62793.1,Higher education,Married,,-20003,-5996,2,2,262700.0,True,3,0.775,2,True,1
900508,0,Cash loans,F,2,139400.0,215600.0,7132.7,Secondary / secondary special,Married,,-16542,-1100,4,2,146500.0,True,3,0.914,0,True,0
900509,0,Cash loans,M,1,212100.0,411400.0,33313.7,Higher education,Married,Core staff,-22636,-1294,3,0,245400.0,True,2,0.802,0,True,0
900510,0,Cash loans,F,1,220000.0,1050500.0,61178.5,Higher education,Married,Managers,-19621,-783,4,1,204300.0,True,3,0.758,0,True,0
900511,0,Cash loans,M,1,284000.0,1488000.0,42008.6,Higher education,Married,Laborers,-7742,-456,5,3,29300.0,True,2,0.728,0,True,0
900512,0,Cash loans,M,0,172800.0,506600.0,13246.0,Incomplete higher,Single / not married,Core staff,-11269,-3176,2,2,290700.0,True,3,0.84,1,True,0
900513,0,Cash loans,F,1,65800.0,267200.0,6830.3,Higher education,Single / not married,,-12184,-1397,2,1,82800.0,True,6,0.695,1,True,0
900514,0,Cash loans,M,0,119300.0,472700.0,19750.1,Secondary / secondary special,Married,,-19968,-803,9,5,190100.0,True,5,0.879,0,True,2
900515,0,Cash loans,M,0,138200.0,241900.0,7541.9,Secondary / secondary special,Widow,,-16588,-5661,5,2,249300.0,True,3,0.609,2,True,0
900516,0,Revolving loans,F,0,140900.0,556800.0,26421.4,Higher education,Single / not married,,-20760,-2700,6,3,62500.0,True,3,0.433,0,True,0
900517,0,Cash loans,M,0,270700.0,419400.0,13515.9,Higher education,Single / not married,Low-skill Laborers,-16650,-1125,4,3,70100.0,True,2,0.451,0,True,0
900518,0,Cash loans,F,0,247100.0,1282400.0,88042.3,Secondary / secondary special,Single / not married,,-13400,-4043,3,1,155700.0,True,2,0.478,1,True,0
900519,0,Cash loans,F,0,130200.0,633600.0,46371.7,Secondary / secondary special,Civil marriage,,-9481,-2676,3,2,88300.0,True,2,0.861,0,True,0
900520,0,Cash loans,F,0,471900.0,1310300.0,33160.1,Secondary / secondary special,Married,Drivers,-11214,-1581,5,2,994700.0,True,1,0.763,0,True,0
900521,0,Revolving loans,M,1,117600.0,315200.0,16292.9,Secondary / secondary special,Married,Laborers,-14686,-3951,3,1,151700.0,True,2,0.862,0,True,1
900522,0,Cash loans,M,0,122500.0,288600.0,7817.9,Secondary / secondary special,Married,,-17326,-1452,2,1,41800.0,True,5,0.859,0,True,0
900523,0,Cash loans,F,0,81100.0,469400.0,43943.5,Secondary / secondary special,Married,,-24109,-857,5,1,1486100.0,True,5,0.496,0,True,0
900524,0,Cash loans,F,0,64200.0,340600.0,9747.0,Higher education,Married,,-11864,-3167,3,3,220700.0,True,4,0.464,0,True,0
900525,0,Cash loans,F,2,77600.0,408900.0,10732.1,Secondary / secondary special,Widow,,-19334,-993,8,2,144000.0,True,2,0.445,1,True,1
900526,0,Cash loans,M,1,232400.0,836200.0,79892.5,Secondary / secondary special,Married,Managers,-10337,-2276,2,0,796500.0,True,3,0.746,0,True,1
900527,0,Cash loans,F,0,202800.0,1044800.0,48196.6,Secondary / secondary special,Married,Laborers,-20169,-2779,0,0,0.0,False,1,0.968,0,True,1
900528,0,Revolving loans,F,0,90000.0,374600.0,10937.8,Higher education,Married,,-7863,-1293,0,0,0.0,False,2,0.882,0,True,0
900529,0,Cash loans,F,1,147200.0,419200.0,41364.2,Secondary / secondary special,Single / not married,Drivers,-19156,-4553,5,3,25800.0,True,2,0.821,1,True,1
900530,0,Cash loans,F,0,209500.0,720000.0,37605.9,Secondary / secondary special,Civil marriage,,-10524,-296,3,1,12100.0,True,3,0.81,0,True,1
900531,0,Cash loans,F,1,50700.0,169400.0,9545.4,Secondary / secondary special,Married,Laborers,-10824,-211,7,3,574300.0,True,1,0.578,0,True,0
900532,1,Cash loans,F,2,339600.0,1047100.0,74730.6,Higher education,Married,,-17457,-3650,6,3,208500.0,True,1,0.916,1,True,2
900533,0,Cash loans,F,0,237000.0,613900.0,48571.4,Secondary / secondary special,Civil marriage,,-14242,-1029,5,2,120200.0,True,1,0.828,0,True,1
900534,0,Cash loans,M,0,210000.0,691300.0,39572.6,Secondary / secondary special,Separated,Sales staff,-15922,-37,1,0,128400.0,True,3,0.575,1,True,1
900535,0,Cash loans,F,1,255400.0,1071900.0,67000.6,Incomplete higher,Civil marriage,,-13076,-2422,5,3,210200.0,True,4,0.488,1,True,0
900536,0,Cash loans,F,0,50400.0,120100.0,3061.3,Secondary / secondary special,Single / not married,,-24369,-3245,5,0,301500.0,True,5,0.676,1,True,1
900537,0,Cash loans,M,3,125500.0,268400.0,25171.0,Secondary / secondary special,Married,Laborers,-12757,-408,2,1,63800.0,True,3,0.883,0,True,0
900538,0,Cash loans,F,0,262700.0,1210000.0,87141.4,Incomplete higher,Widow,High skill tech staff,-17161,-1819,2,1,185500.0,True,2,0.578,0,True,0
900539,0,Cash loans,M,1,139500.0,539700.0,15774.1,Higher education,Married,Laborers,-22633,-3111,4,3,267600.0,True,4,0.754,1,True,0
900540,0,Cash loans,M,0,203000.0,626200.0,19048.0,Secondary / secondary special,Married,,-19301,-482,4,2,86400.0,True,1,0.871,0,True,0
900541,0,Cash loans,F,0,288800.0,1613100.0,67079.5,Higher education,Married,,-13320,-270,0,0,0.0,False,5,0.721,0,True,0
900542,1,Cash loans,F,1,199000.0,711600.0,33008.2,Secondary / secondary special,Married,Laborers,-17343,-544,2,1,64300.0,True,1,0.91,0,True,2
900543,0,Cash loans,F,0,123100.0,368400.0,18067.3,Higher education,Single / not married,,-9119,-2549,3,2,35800.0,True,0,0.0,0,False,1
900544,0,Cash loans,F,0,186700.0,461700.0,11776.7,Secondary / secondary special,Married,Laborers,-17225,-58,0,0,0.0,False,5,0.828,1,True,0
900545,0,Cash loans,F,0,60700.0,179300.0,4979.1,Secondary / secondary special,Married,Sales staff,-15222,-1702,5,1,52000.0,True,4,0.898,0,True,0
900546,0,Cash loans,F,1,178900.0,488700.0,27373.8,Higher education,Single / not married,Cooking staff,-20943,-1086,2,1,50100.0,True,3,0.81,0,True,0
900547,0,Cash loans,F,0,203700.0,1100100.0,46156.7,Higher education,Civil marriage,Drivers,-22520,-1481,4,2,73500.0,True,0,0.0,0,False,0
900548,0,Cash loans,F,0,151000.0,832600.0,25714.5,Secondary / secondary special,Civil marriage,,-11162,-382,2,1,375900.0,True,2,0.676,1,True,0
900549,0,Cash loans,F,0,250200.0,839800.0,24170.7,Secondary / secondary special,Married,Drivers,-9093,-960,3,0,394500.0,True,4,0.764,0,True,0
900550,0,Cash loans,F,0,160900.0,430300.0,31501.9,Higher education,Married,Laborers,-14507,-1365,8,4,61900.0,True,2,0.864,1,True,0
900551,0,Cash loans,F,1,150700.0,314400.0,8129.4,Secondary / secondary special,Married,High skill tech staff,-17023,-86,4,1,91400.0,True,2,0.797,0,True,0
900552,0,Cash loans,F,0,350000.0,1652900.0,47798.2,Secondary / secondary special,Single / not married,Core staff,-14266,-184,4,1,123600.0,True,2,0.375,0,True,0
900553,0,Cash loans,M,0,86700.0,473000.0,18839.8,Secondary / secondary special,Married,Core staff,-18677,-6491,3,1,692800.0,True,2,0.828,2,True,0
900554,0,Cash loans,M,2,280800.0,940700.0,37600.2,Incomplete higher,Married,Laborers,-16524,-52,0,0,0.0,False,4,0.884,0,True,0
900555,0,Cash loans,M,0,269900.0,1467500.0,58204.6,Secondary / secondary special,Married,Managers,-24074,-3851,6,1,31500.0,True,2,0.827,0,True,1
900556,0,Cash loans,F,0,213600.0,558300.0,16195.0,Secondary / secondary special,Single / not married,Sales staff,-14837,-2125,6,2,2175000.0,True,3,0.898,0,True,0
900557,0,Cash loans,F,2,114400.0,485000.0,18375.8,Secondary / secondary special,Civil marriage,Core staff,-9110,-22,2,1,547900.0,True,4,0.85,0,True,1
900558,0,Revolving loans,F,1,166200.0,309900.0,9014.9,Secondary / secondary special,Married,Sales staff,-12954,-546,3,1,29100.0,True,4,0.817,1,True,0
900559,0,Cash loans,M,0,93600.0,377600.0,10516.3,Secondary / secondary special,Married,,-18280,-5426,5,4,4721500.0,True,2,0.805,1,True,1
900560,0,Cash loans,M,0,105700.0,462300.0,14877.2,Secondary / secondary special,Married,Laborers,-12150,-50,3,2,302600.0,True,3,0.981,0,True,0
900561,0,Cash loans,F,1,149500.0,657800.0,57670.0,Secondary / secondary special,Separated,,-12377,-2181,6,2,169900.0,True,0,0.0,0,False,1
900562,0,Cash loans,F,0,90000.0,450400.0,19218.8,Higher education,Married,,-13614,-2126,5,4,762000.0,True,7,0.773,2,True,0
900563,0,Cash loans,F,0,124600.0,240000.0,13582.9,Secondary / secondary special,Single / not married,Laborers,-20737,-3669,5,1,57300.0,True,6,0.698,1,True,0
900564,0,Cash loans,M,0,80700.0,222200.0,19656.2,Secondary / secondary special,Married,Laborers,-24136,-2512,6,3,87900.0,True,8,0.465,1,True,1
900565,0,Revolving loans,F,1,194000.0,896000.0,30416.4,Secondary / secondary special,Married,,-13803,-2869,2,1,163200.0,True,1,0.686,0,True,1
900566,0,Revolving loans,M,1,317100.0,1320500.0,52018.9,Higher education,Married,,-11089,-1331,4,3,261400.0,True,2,0.716,0,True,0
900567,0,Revolving loans,M,0,419900.0,2423900.0,204837.3,Secondary / secondary special,Married,Laborers,-15034,-1114,3,1,217400.0,True,2,0.733,1,True,0
900568,0,Cash loans,M,2,83500.0,419900.0,14654.2,Secondary / secondary special,Married,Cleaning staff,-13829,-2111,4,0,188000.0,True,3,0.617,0,True,0
900569,0,Cash loans,F,0,91200.0,330100.0,21023.3,Higher education,Married,Laborers,-25010,-966,5,1,97000.0,True,3,0.962,0,True,0
900570,0,Cash loans,M,0,136500.0,532600.0,13972.5,Secondary / secondary special,Married,Drivers,-15791,-1346,6,2,221100.0,True,5,0.79,0,True,0
900571,0,Cash loans,M,1,211200.0,943800.0,30530.0,Secondary / secondary special,Civil marriage,Laborers,-19566,-1817,6,2,201600.0,True,3,0.705,2,True,1
900572,0,Cash loans,M,1,133700.0,206700.0,20440.0,Secondary / secondary special,Married,,-23674,-726,5,3,148300.0,True,5,0.527,0,True,1
900573,0,Cash loans,M,0,239900.0,753000.0,20834.4,Higher education,Married,,-18686,-1711,7,3,112100.0,True,1,0.699,1,True,0
900574,0,Revolving loans,F,0,193400.0,396200.0,33149.1,Secondary / secondary special,Married,Laborers,-12034,-566,5,1,84700.0,True,3,0.425,2,True,0
900575,0,Cash loans,M,1,61200.0,157700.0,15239.6,Higher education,Married,Security staff,-18306,-230,3,0,30000.0,True,2,0.362,1,True,0
900576,0,Cash loans,F,1,152400.0,797500.0,36487.6,Incomplete higher,Single / not married,Laborers,-14705,-786,3,0,718300.0,True,2,0.953,0,True,1
900577,1,Cash loans,M,2,79800.0,316700.0,21586.7,Higher education,Married,Laborers,-15064,-226,0,0,0.0,False,2,0.825,0,True,2
900578,0,Cash loans,M,1,111700.0,600100.0,17375.8,Secondary / secondary special,Married,Managers,-24822,-383,5,2,454000.0,True,2,0.701,0,True,1
900579,0,Cash loans,M,0,120600.0,663300.0,17300.3,Higher education,Civil marriage,Managers,-12545,-3782,6,3,41900.0,True,4,0.636,0,True,0
900580,0,Cash loans,F,1,214700.0,1100700.0,32854.3,Secondary / secondary special,Married,Core staff,-15880,-1520,2,1,86600.0,True,3,0.321,0,True,0
900581,0,Cash loans,M,0,146000.0,719700.0,34196.3,Secondary / secondary special,Married,Laborers,-10465,-86,2,1,138900.0,True,1,0.737,0,True,0
900582,0,Cash loans,M,0,117400.0,263900.0,14064.2,Secondary / secondary special,Married,Cooking staff,-10793,-4223,4,2,222200.0,True,3,0.507,0,True,0
900583,0,Cash loans,F,1,422500.0,1145700.0,56496.6,Secondary / secondary special,Married,Laborers,-18238,-345,5,3,64300.0,True,3,0.895,0,True,0
900584,1,Cash loans,F,1,94700.0,442100.0,35094.8,Higher education,Married,,-20822,-989,4,4,1010400.0,True,0,0.0,0,False,4
900585,0,Cash loans,M,0,171000.0,488200.0,13156.2,Higher education,Single / not married,High skill tech staff,-18815,-296,0,0,0.0,False,2,0.684,0,True,0
900586,0,Cash loans,M,1,206700.0,659000.0,38045.4,Secondary / secondary special,Civil marriage,Cooking staff,-13434,-2119,3,2,183100.0,True,5,0.641,2,True,0
900587,0,Cash loans,F,1,161000.0,919900.0,52549.4,Higher education,Married,Cleaning staff,-8709,-1746,4,2,209400.0,True,1,0.946,0,True,0
900588,0,Cash loans,F,2,94500.0,441900.0,14039.1,Secondary / secondary special,Married,Sales staff,-15904,-2215,6,3,117600.0,True,0,0.0,0,False,0
900589,0,Cash loans,M,1,92100.0,182300.0,6389.4,Higher education,Civil marriage,Accountants,-16499,-1088,3,1,70900.0,True,2,0.609,0,True,1
900590,0,Cash loans,M,0,201900.0,958100.0,24715.3,Secondary / secondary special,Single / not married,,-21166,-8786,3,2,10600.0,True,4,0.789,0,True,1
900591,0,Cash loans,F,0,249600.0,1266000.0,32100.9,Secondary / secondary special,Single / not married,Medicine staff,-18882,-5647,0,0,0.0,False,3,0.584,1,True,0
900592,1,Cash loans,F,1,144200.0,808900.0,35921.6,Secondary / secondary special,Married,Drivers,-22929,-4276,2,1,160000.0,True,3,0.533,0,True,0
900593,0,Cash loans,M,0,76600.0,351100.0,9330.9,Higher education,Married,Laborers,-21382,-209,5,3,551400.0,True,2,0.877,0,True,1
900594,0,Cash loans,M,0,148700.0,287100.0,7427.4,Higher education,Single / not married,,-14075,-2500,6,2,284400.0,True,2,0.717,0,True,0
900595,1,Cash loans,F,0,315600.0,1560200.0,43723.1,Incomplete higher,Married,Drivers,-18741,-5916,4,1,145400.0,True,2,0.795,1,True,1
900596,0,Cash loans,M,1,89500.0,398600.0,10496.2,Higher education,Married,Laborers,-20757,-3352,5,3,165700.0,True,0,0.0,0,False,0
900597,0,Cash loans,F,1,126200.0,448300.0,16010.8,Secondary / secondary special,Married,Low-skill Laborers,-24429,-42,5,1,66800.0,True,1,0.339,0,True,0
900598,0,Cash loans,F,0,152300.0,749700.0,55823.8,Secondary / secondary special,Married,Accountants,-15064,-3138,5,4,40300.0,True,4,0.529,0,True,1
900599,0,Cash loans,M,0,255000.0,985100.0,27526.6,Secondary / secondary special,Married,Drivers,-19022,-951,0,0,0.0,False,3,0.844,1,True,0
900600,0,Cash loans,F,0,113500.0,646400.0,33620.4,Secondary / secondary special,Married,Laborers,-14544,-1865,2,2,52200.0,True,3,0.94,0,True,2
900601,0,Cash loans,F,0,188500.0,1073000.0,28420.7,Secondary / secondary special,Married,Managers,-20591,-511,4,1,121200.0,True,1,0.765,0,True,0
900602,1,Cash loans,M,0,296600.0,745800.0,29158.8,Secondary / secondary special,Married,Drivers,-23643,-45,5,3,354900.0,True,0,0.0,0,False,2
900603,0,Cash loans,F,0,70500.0,245500.0,9942.7,Secondary / secondary special,Civil marriage,Laborers,-23769,-25,0,0,0.0,False,0,0.0,0,False,0
900604,0,Cash loans,F,1,76800.0,183800.0,5260.5,Higher education,Separated,,-10417,-1456,5,3,28200.0,True,4,0.485,1,True,0
900605,0,Cash loans,F,0,141200.0,421900.0,19489.1,Secondary / secondary special,Married,Managers,-11240,-105,0,0,0.0,False,2,0.92,0,True,0
900606,0,Cash loans,F,0,241600.0,604900.0,45872.2,Secondary / secondary special,Married,,-20891,-854,5,2,175300.0,True,2,0.908,1,True,0
900607,0,Cash loans,F,1,174800.0,664900.0,19840.6,Secondary / secondary special,Separated,,-18720,-2404,0,0,0.0,False,2,0.703,0,True,1
900608,0,Cash loans,F,1,252600.0,379600.0,20279.7,Secondary / secondary special,Civil marriage,,-23522,-2881,4,3,264200.0,True,1,0.7,0,True,0
900609,0,Cash loans,F,1,63200.0,319900.0,9042.5,Secondary / secondary special,Civil marriage,Laborers,-13162,-6326,3,2,23800.0,True,4,0.486,0,True,0
900610,0,Cash loans,F,0,175900.0,389700.0,10399.1,Secondary / secondary special,Married,Sales staff,-22522,-3580,3,1,186500.0,True,0,0.0,0,False,1
900611,0,Cash loans,F,0,35600.0,97300.0,4472.0,Higher education,Married,,-19644,-574,6,2,756900.0,True,5,0.816,1,True,1
900612,0,Cash loans,M,0,287300.0,657100.0,21821.6,Secondary / secondary special,Widow,Sales staff,-11089,-2620,4,3,40700.0,True,2,0.899,0,True,0
900613,0,Cash loans,F,1,268100.0,829200.0,78760.2,Secondary / secondary special,Married,Medicine staff,-9881,-1935,0,0,0.0,False,4,0.763,2,True,0
900614,1,Cash loans,M,0,125500.0,231800.0,6853.8,Higher education,Married,Core staff,-19976,-1116,0,0,0.0,False,3,0.861,0,True,5
900615,0,Cash loans,M,0,46600.0,250000.0,10512.6,Higher education,Single / not married,Sales staff,-10441,-3790,5,2,91400.0,True,1,0.416,0,True,0
900616,0,Cash loans,F,0,133300.0,448900.0,25035.2,Secondary / secondary special,Single / not married,,-21581,-1107,5,2,29700.0,True,2,0.738,1,True,0
900617,0,Revolving loans,F,1,258600.0,1463400.0,40360.3,Secondary / secondary special,Married,Laborers,-17425,-2309,6,3,58200.0,True,3,0.807,1,True,1
900618,0,Cash loans,F,2,182000.0,311500.0,13981.9,Secondary / secondary special,Widow,Core staff,-16019,-581,6,3,196700.0,True,6,0.785,1,True,0
900619,0,Cash loans,M,0,372900.0,849000.0,24465.2,Secondary / secondary special,Married,Accountants,-12492,-2371,4,1,367900.0,True,1,0.654,0,True,0
900620,0,Revolving loans,F,0,127600.0,671300.0,29681.3,Secondary / secondary special,Married,Medicine staff,-24901,-1329,5,3,17800.0,True,4,0.896,1,True,0
900621,0,Cash loans,F,0,408300.0,1464600.0,38056.2,Secondary / secondary special,Married,Laborers,-20317,-1067,3,1,90400.0,True,2,0.654,0,True,1
900622,0,Cash loans,M,1,53800.0,95100.0,3158.2,Higher education,Married,,-21296,-1331,5,4,116100.0,True,0,0.0,0,False,0
900623,0,Cash loans,M,0,101200.0,173100.0,5766.9,Secondary / secondary special,Married,Managers,-21132,-1822,0,0,0.0,False,3,0.865,0,True,0
900624,0,Cash loans,F,1,77400.0,427800.0,31196.5,Higher education,Married,Cleaning staff,-17896,-4734,1,0,361400.0,True,1,0.819,0,True,0
900625,0,Revolving loans,F,1,213700.0,572200.0,17646.6,Secondary / secondary special,Married,Cleaning staff,-24128,-2131,0,0,0.0,False,2,0.384,0,True,0
900626,1,Revolving loans,F,0,80700.0,270300.0,10555.6,Secondary / secondary special,Married,Low-skill Laborers,-17893,-2204,1,0,397400.0,True,4,0.81,0,True,0
900627,0,Cash loans,M,0,244600.0,1354200.0,42921.4,Higher education,Married,,-16776,-234,5,0,195900.0,True,3,0.929,0,True,0
900628,0,Revolving loans,M,0,208400.0,938700.0,26057.7,Secondary / secondary special,Widow,High skill tech staff,-12460,-3743,4,2,113800.0,True,2,0.62,0,True,0
900629,0,Cash loans,F,1,161800.0,803700.0,25846.5,Secondary / secondary special,Married,,-12601,-2961,4,2,85700.0,True,1,0.617,0,True,1
900630,0,Cash loans,M,2,139700.0,506000.0,20261.0,Secondary / secondary special,Civil marriage,,-20575,-86,4,3,291400.0,True,3,0.889,0,True,0
900631,0,Cash loans,F,1,87300.0,404100.0,11363.3,Secondary / secondary special,Married,Core staff,-13530,-6045,0,0,0.0,False,4,0.5,0,True,1
900632,0,Cash loans,M,0,199600.0,824200.0,25640.2,Secondary / secondary special,Married,,-20432,-847,2,2,59800.0,True,3,0.723,1,True,0
900633,1,Cash loans,F,1,114500.0,259500.0,7877.3,Secondary / secondary special,Married,Laborers,-24356,-131,3,1,259700.0,True,3,0.472,0,True,1
900634,0,Cash loans,F,1,216300.0,881900.0,23614.6,Secondary / secondary special,Separated,,-15361,-6400,3,3,341400.0,True,6,0.774,0,True,0
900635,0,Revolving loans,F,0,311600.0,1765300.0,124813.5,Secondary / secondary special,Married,,-9370,-571,4,3,150300.0,True,1,0.938,0,True,0
900636,0,Cash loans,F,0,126200.0,385400.0,15434.0,Secondary / secondary special,Married,,-19342,-1799,3,0,301500.0,True,4,0.644,1,True,2
900637,0,Cash loans,M,0,285100.0,1061300.0,77368.4,Secondary / secondary special,Married,Sales staff,-7831,-1261,2,0,111700.0,True,2,0.803,0,True,0
900638,0,Cash loans,F,0,162000.0,546300.0,16815.0,Secondary / secondary special,Single / not married,Laborers,-21453,-742,6,3,127300.0,True,3,0.8,1,True,1
900639,0,Cash loans,F,1,198500.0,912900.0,39760.8,Secondary / secondary special,Married,Sales staff,-16874,-3996,5,0,224500.0,True,2,0.581,1,True,0
900640,1,Cash loans,M,1,76100.0,328900.0,10404.9,Secondary / secondary special,Married,Core staff,-16245,-2301,0,0,0.0,False,6,0.895,1,True,0
900641,0,Cash loans,F,0,104500.0,381100.0,27913.9,Secondary / secondary special,Married,,-17641,-2170,6,2,330500.0,True,1,0.629,0,True,0
900642,0,Cash loans,F,0,103900.0,178000.0,6222.5,Higher education,Civil marriage,High skill tech staff,-16712,-2112,3,1,115000.0,True,3,0.776,1,True,0
900643,1,Cash loans,F,0,288700.0,776700.0,58027.9,Higher education,Civil marriage,,-13337,-1716,4,3,123400.0,True,4,0.755,2,True,1
900644,0,Cash loans,M,0,123600.0,360300.0,17494.8,Higher education,Widow,Accountants,-12597,-3332,3,2,165300.0,True,4,0.788,1,True,0
900645,0,Cash loans,F,0,201700.0,967400.0,37107.0,Secondary / secondary special,Married,Low-skill Laborers,-14941,-434,2,0,374300.0,True,3,0.75,1,True,0
900646,0,Cash loans,M,0,141800.0,465600.0,15142.4,Secondary / secondary special,Married,Medicine staff,-23343,-1318,0,0,0.0,False,0,0.0,0,False,1
900647,0,Cash loans,M,0,123200.0,394500.0,15759.5,Secondary / secondary special,Married,Sales staff,-10036,-1208,6,3,37200.0,True,0,0.0,0,False,0
900648,0,Cash loans,F,0,70600.0,247600.0,7756.4,Higher education,Civil marriage,Drivers,-13354,-1363,2,0,464000.0,True,4,0.818,0,True,1
900649,0,Cash loans,F,0,56700.0,195300.0,12835.1,Incomplete higher,Single / not married,,-11034,-2964,4,3,256800.0,True,2,0.608,0,True,1
